item description,current subscription status,original signup date,current expiration date,last payment date,full price billing frequency,full price (usd),trial length,trial period price (usd)
Runkeeper Go Monthly with 7 day free trial,Expired,2019-08-06,2019-08-13,2019-08-06,Monthly,9.99,7-day trial,0.0
